'Elapsed time','ECG'
'0:17.488',8.784
'0:17.492',8.684
'0:17.496',8.404
'0:17.500',8.464
'0:17.504',8.704
'0:17.508',8.672
'0:17.512',8.376
'0:17.516',8.396
'0:17.520',8.656
'0:17.524',8.696
'0:17.528',8.436
'0:17.532',8.420
'0:17.536',8.652
'0:17.540',8.708
'0:17.544',8.492
'0:17.548',8.360
'0:17.552',8.592
'0:17.556',8.728
'0:17.560',8.552
'0:17.564',8.380
'0:17.568',8.540
'0:17.572',8.752
'0:17.576',8.580
'0:17.580',8.356
'0:17.584',8.484
'0:17.588',8.736
'0:17.592',8.616
'0:17.596',8.372
'0:17.600',8.456
'0:17.604',8.700
'0:17.608',8.684
'0:17.612',8.384
'0:17.616',8.452
'0:17.620',8.676
'0:17.624',8.692
'0:17.628',8.444
'0:17.632',8.428
'0:17.636',8.684
'0:17.640',8.768
'0:17.644',8.508
'0:17.648',8.400
'0:17.652',8.616
'0:17.656',8.804
'0:17.660',8.592
'0:17.664',8.412
'0:17.668',8.620
'0:17.672',8.824
'0:17.676',8.656
'0:17.680',8.476
'0:17.684',8.584
'0:17.688',8.876
'0:17.692',8.764
'0:17.696',8.524
'0:17.700',8.648
'0:17.704',8.912
'0:17.708',8.900
'0:17.712',8.656
'0:17.716',8.680
'0:17.720',8.948
'0:17.724',8.980
'0:17.728',8.776
'0:17.732',8.724
'0:17.736',8.992
'0:17.740',9.076
'0:17.744',8.832
'0:17.748',8.748
'0:17.752',8.984
'0:17.756',9.112
'0:17.760',8.876
'0:17.764',8.688
'0:17.768',8.864
'0:17.772',9.036
'0:17.776',8.844
'0:17.780',8.596
'0:17.784',8.704
'0:17.788',8.896
'0:17.792',8.752
'0:17.796',8.472
'0:17.800',8.552
'0:17.804',8.780
'0:17.808',8.756
'0:17.812',8.480
'0:17.816',8.480
'0:17.820',8.704
'0:17.824',8.736
'0:17.828',8.456
'0:17.832',8.404
'0:17.836',8.640
'0:17.840',8.720
'0:17.844',8.504
'0:17.848',8.408
'0:17.852',8.604
'0:17.856',8.748
'0:17.860',8.552
'0:17.864',8.344
'0:17.868',8.556
'0:17.872',8.764
'0:17.876',8.580
'0:17.880',8.376
'0:17.884',8.500
'0:17.888',8.748
'0:17.892',8.640
'0:17.896',8.392
'0:17.900',8.492
'0:17.904',8.712
'0:17.908',8.664
'0:17.912',8.404
'0:17.916',8.456
'0:17.920',8.700
'0:17.924',8.700
'0:17.928',8.428
'0:17.932',8.392
'0:17.936',8.652
'0:17.940',8.732
'0:17.944',8.524
'0:17.948',8.404
'0:17.952',8.620
'0:17.956',8.776
'0:17.960',8.588
'0:17.964',8.392
'0:17.968',8.568
'0:17.972',8.756
'0:17.976',8.600
'0:17.980',8.404
'0:17.984',8.520
'0:17.988',8.764
'0:17.992',8.656
'0:17.996',8.404
'0:18.000',8.468
'0:18.004',8.728
'0:18.008',8.696
'0:18.012',8.428
'0:18.016',8.456
'0:18.020',8.688
'0:18.024',8.692
'0:18.028',8.436
'0:18.032',8.400
'0:18.036',8.660
'0:18.040',8.736
'0:18.044',8.508
'0:18.048',8.388
'0:18.052',8.600
'0:18.056',8.756
'0:18.060',8.556
'0:18.064',8.356
'0:18.068',8.552
'0:18.072',8.756
'0:18.076',8.588
'0:18.080',8.368
'0:18.084',8.520
'0:18.088',8.740
'0:18.092',8.652
'0:18.096',8.396
'0:18.100',8.460
'0:18.104',8.708
'0:18.108',8.672
'0:18.112',8.424
'0:18.116',8.436
'0:18.120',8.664
'0:18.124',8.704
'0:18.128',8.460
'0:18.132',8.404
'0:18.136',8.636
'0:18.140',8.736
'0:18.144',8.484
'0:18.148',8.368
'0:18.152',8.596
'0:18.156',8.744
'0:18.160',8.524
'0:18.164',8.364
'0:18.168',8.564
'0:18.172',8.756
'0:18.176',8.576
'0:18.180',8.356
'0:18.184',8.512
'0:18.188',8.712
'0:18.192',8.612
'0:18.196',8.380
'0:18.200',8.476
'0:18.204',8.720
'0:18.208',8.688
'0:18.212',8.404
'0:18.216',8.428
'0:18.220',8.736
'0:18.224',8.768
'0:18.228',8.536
'0:18.232',8.524
'0:18.236',8.752
'0:18.240',8.828
'0:18.244',8.584
'0:18.248',8.472
'0:18.252',8.740
'0:18.256',8.864
'0:18.260',8.680
'0:18.264',8.536
'0:18.268',8.700
'0:18.272',8.892
'0:18.276',8.704
'0:18.280',8.480
'0:18.284',8.628
'0:18.288',8.876
'0:18.292',8.792
'0:18.296',8.520
'0:18.300',8.552
'0:18.304',8.788
'0:18.308',8.740
'0:18.312',8.400
'0:18.316',8.408
'0:18.320',8.684
'0:18.324',8.648
'0:18.328',8.436
'0:18.332',8.364
'0:18.336',8.608
'0:18.340',8.684
'0:18.344',8.448
'0:18.348',8.356
'0:18.352',8.548
'0:18.356',8.672
'0:18.360',8.504
'0:18.364',8.344
'0:18.368',8.540
'0:18.372',8.684
'0:18.376',8.520
'0:18.380',8.336
'0:18.384',8.476
'0:18.388',8.680
'0:18.392',8.556
'0:18.396',8.240
'0:18.400',8.248
'0:18.404',8.544
'0:18.408',8.700
'0:18.412',8.836
'0:18.416',9.392
'0:18.420',10.224
'0:18.424',10.688
'0:18.428',10.216
'0:18.432',9.436
'0:18.436',9.248
'0:18.440',9.248
'0:18.444',8.920
'0:18.448',8.736
'0:18.452',8.884
'0:18.456',8.924
'0:18.460',8.644
'0:18.464',8.460
'0:18.468',8.584
'0:18.472',8.764
'0:18.476',8.612
'0:18.480',8.400
'0:18.484',8.488
'0:18.488',8.768
'0:18.492',8.664
'0:18.496',8.352
'0:18.500',8.408
'0:18.504',8.604
'0:18.508',8.564
'0:18.512',8.308
'0:18.516',8.364
'0:18.520',8.640
'0:18.524',8.640
'0:18.528',8.404
'0:18.532',8.340
'0:18.536',8.600
'0:18.540',8.716
'0:18.544',8.476
'0:18.548',8.264
'0:18.552',8.512
'0:18.556',8.660
'0:18.560',8.460
'0:18.564',8.288
'0:18.568',8.476
'0:18.572',8.736
'0:18.576',8.608
'0:18.580',8.368
'0:18.584',8.528
'0:18.588',8.760
'0:18.592',8.600
'0:18.596',8.348
'0:18.600',8.376
'0:18.604',8.616
'0:18.608',8.596
'0:18.612',8.324
'0:18.616',8.356
'0:18.620',8.632
'0:18.624',8.676
'0:18.628',8.416
'0:18.632',8.384
'0:18.636',8.644
'0:18.640',8.708
'0:18.644',8.488
'0:18.648',8.384
'0:18.652',8.692
'0:18.656',8.808
'0:18.660',8.516
'0:18.664',8.504
'0:18.668',8.776
'0:18.672',8.932
'0:18.676',8.712
'0:18.680',8.400
'0:18.684',8.552
'0:18.688',8.812
'0:18.692',8.708
'0:18.696',8.540
'0:18.700',8.616
'0:18.704',8.920
'0:18.708',8.872
'0:18.712',8.636
'0:18.716',8.632
'0:18.720',8.956
'0:18.724',8.996
'0:18.728',8.712
'0:18.732',8.692
'0:18.736',8.924
'0:18.740',8.972
'0:18.744',8.712
'0:18.748',8.548
'0:18.752',8.716
'0:18.756',8.832
'0:18.760',8.604
'0:18.764',8.384
'0:18.768',8.476
'0:18.772',8.688
'0:18.776',8.556
'0:18.780',8.340
'0:18.784',8.416
'0:18.788',8.612
'0:18.792',8.484
'0:18.796',8.276
'0:18.800',8.312
'0:18.804',8.540
'0:18.808',8.528
'0:18.812',8.260
'0:18.816',8.276
'0:18.820',8.512
'0:18.824',8.516
'0:18.828',8.252
'0:18.832',8.216
'0:18.836',8.428
'0:18.840',8.528
'0:18.844',8.336
'0:18.848',8.232
'0:18.852',8.412
'0:18.856',8.552
'0:18.860',8.392
'0:18.864',8.176
'0:18.868',8.368
'0:18.872',8.592
'0:18.876',8.460
'0:18.880',8.216
'0:18.884',8.344
'0:18.888',8.580
'0:18.892',8.468
'0:18.896',8.236
'0:18.900',8.312
'0:18.904',8.552
'0:18.908',8.536
'0:18.912',8.308
'0:18.916',8.340
'0:18.920',8.540
'0:18.924',8.580
'0:18.928',8.332
'0:18.932',8.240
'0:18.936',8.508
'0:18.940',8.600
'0:18.944',8.392
'0:18.948',8.308
'0:18.952',8.500
'0:18.956',8.632
'0:18.960',8.444
'0:18.964',8.272
'0:18.968',8.444
'0:18.972',8.616
'0:18.976',8.476
'0:18.980',8.276
'0:18.984',8.444
'0:18.988',8.660
'0:18.992',8.536
'0:18.996',8.320
'0:19.000',8.360
'0:19.004',8.620
'0:19.008',8.572
'0:19.012',8.352
'0:19.016',8.372
'0:19.020',8.620
'0:19.024',8.632
'0:19.028',8.408
'0:19.032',8.328
'0:19.036',8.552
'0:19.040',8.628
'0:19.044',8.428
'0:19.048',8.304
'0:19.052',8.524
'0:19.056',8.644
'0:19.060',8.436
'0:19.064',8.296
'0:19.068',8.472
'0:19.072',8.700
'0:19.076',8.508
'0:19.080',8.332
'0:19.084',8.504
'0:19.088',8.724
'0:19.092',8.596
'0:19.096',8.324
'0:19.100',8.380
'0:19.104',8.640
'0:19.108',8.588
'0:19.112',8.360
'0:19.116',8.420
'0:19.120',8.640
'0:19.124',8.644
'0:19.128',8.412
'0:19.132',8.332
'0:19.136',8.592
'0:19.140',8.668
'0:19.144',8.480
'0:19.148',8.392
'0:19.152',8.620
'0:19.156',8.800
'0:19.160',8.596
'0:19.164',8.396
'0:19.168',8.600
'0:19.172',8.820
'0:19.176',8.680
'0:19.180',8.436
'0:19.184',8.580
'0:19.188',8.828
'0:19.192',8.716
'0:19.196',8.520
'0:19.200',8.556
'0:19.204',8.856
'0:19.208',8.852
'0:19.212',8.548
'0:19.216',8.552
'0:19.220',8.796
'0:19.224',8.856
'0:19.228',8.616
'0:19.232',8.524
'0:19.236',8.732
'0:19.240',8.792
'0:19.244',8.592
'0:19.248',8.436
'0:19.252',8.592
'0:19.256',8.720
'0:19.260',8.596
'0:19.264',8.372
'0:19.268',8.492
'0:19.272',8.760
'0:19.276',8.628
'0:19.280',8.368
'0:19.284',8.520
'0:19.288',8.824
'0:19.292',8.712
'0:19.296',8.452
'0:19.300',8.512
'0:19.304',8.736
'0:19.308',8.720
'0:19.312',8.448
'0:19.316',8.480
'0:19.320',8.756
'0:19.324',8.800
'0:19.328',8.496
'0:19.332',8.320
'0:19.336',8.588
'0:19.340',8.804
'0:19.344',8.756
'0:19.348',9.024
'0:19.352',9.808
'0:19.356',10.528
'0:19.360',10.732
'0:19.364',10.276
'0:19.368',9.692
'0:19.372',9.648
'0:19.376',9.436
'0:19.380',9.124
'0:19.384',9.072
'0:19.388',9.236
'0:19.392',9.072
'0:19.396',8.732
'0:19.400',8.780
'0:19.404',9.032
'0:19.408',9.020
'0:19.412',8.740
'0:19.416',8.760
'0:19.420',9.028
'0:19.424',9.056
'0:19.428',8.760
'0:19.432',8.716
'0:19.436',8.988
'0:19.440',9.128
'0:19.444',8.860
'0:19.448',8.696
'0:19.452',8.928
'0:19.456',9.152
'0:19.460',8.932
'0:19.464',8.720
'0:19.468',9.000
'0:19.472',9.324
'0:19.476',9.108
'0:19.480',8.788
'0:19.484',8.876
'0:19.488',9.180
'0:19.492',9.148
'0:19.496',8.824
'0:19.500',8.852
'0:19.504',9.196
'0:19.508',9.252
'0:19.512',8.936
'0:19.516',8.888
'0:19.520',9.176
'0:19.524',9.236
'0:19.528',8.980
'0:19.532',8.884
'0:19.536',9.188
'0:19.540',9.360
'0:19.544',9.084
'0:19.548',8.864
'0:19.552',9.076
'0:19.556',9.356
'0:19.560',9.108
'0:19.564',8.864
'0:19.568',9.072
'0:19.572',9.380
'0:19.576',9.224
'0:19.580',8.908
'0:19.584',9.092
'0:19.588',9.364
'0:19.592',9.240
'0:19.596',8.896
'0:19.600',8.992
'0:19.604',9.356
'0:19.608',9.312
'0:19.612',9.016
'0:19.616',9.040
'0:19.620',9.300
'0:19.624',9.344
'0:19.628',9.112
'0:19.632',9.028
'0:19.636',9.296
'0:19.640',9.452
'0:19.644',9.168
'0:19.648',8.976
'0:19.652',9.240
'0:19.656',9.508
'0:19.660',9.284
'0:19.664',9.016
'0:19.668',9.180
'0:19.672',9.464
'0:19.676',9.256
'0:19.680',9.004
'0:19.684',9.052
'0:19.688',9.320
'0:19.692',9.184
'0:19.696',8.896
'0:19.700',8.824
'0:19.704',9.112
'0:19.708',9.072
'0:19.712',8.752
'0:19.716',8.712
'0:19.720',9.020
'0:19.724',9.052
'0:19.728',8.720
'0:19.732',8.620
'0:19.736',8.876
'0:19.740',9.004
'0:19.744',8.764
'0:19.748',8.520
'0:19.752',8.716
'0:19.756',8.932
'0:19.760',8.784
'0:19.764',8.560
'0:19.768',8.760
'0:19.772',8.984
'0:19.776',8.828
'0:19.780',8.572
'0:19.784',8.676
'0:19.788',8.952
'0:19.792',8.844
'0:19.796',8.580
'0:19.800',8.612
'0:19.804',8.868
'0:19.808',8.856
'0:19.812',8.616
'0:19.816',8.544
'0:19.820',8.732
'0:19.824',8.792
'0:19.828',8.616
'0:19.832',8.564
'0:19.836',8.816
'0:19.840',8.924
'0:19.844',8.760
'0:19.848',8.560
'0:19.852',8.776
'0:19.856',8.932
'0:19.860',8.700
'0:19.864',8.504
'0:19.868',8.624
'0:19.872',8.800
'0:19.876',8.684
'0:19.880',8.516
'0:19.884',8.632
'0:19.888',8.812
'0:19.892',8.716
'0:19.896',8.512
'0:19.900',8.556
'0:19.904',8.772
'0:19.908',8.752
'0:19.912',8.452
'0:19.916',8.544
'0:19.920',8.804
'0:19.924',8.780
'0:19.928',8.584
'0:19.932',8.540
'0:19.936',8.696
'0:19.940',8.696
'0:19.944',8.520
'0:19.948',8.488
'0:19.952',8.564
'0:19.956',8.656
'0:19.960',8.432
'0:19.964',8.320
'0:19.968',8.532
'0:19.972',8.716
'0:19.976',8.644
'0:19.980',8.444
'0:19.984',8.560
'0:19.988',8.752
'0:19.992',8.640
'0:19.996',8.416
'0:20.000',8.472
'0:20.004',8.660
'0:20.008',8.604
'0:20.012',8.384
'0:20.016',8.400
'0:20.020',8.612
'0:20.024',8.644
'0:20.028',8.440
'0:20.032',8.400
'0:20.036',8.584
'0:20.040',8.616
'0:20.044',8.432
'0:20.048',8.372
'0:20.052',8.536
'0:20.056',8.668
'0:20.060',8.512
'0:20.064',8.348
'0:20.068',8.528
'0:20.072',8.696
'0:20.076',8.576
'0:20.080',8.432
'0:20.084',8.568
'0:20.088',8.732
'0:20.092',8.644
'0:20.096',8.452
'0:20.100',8.540
'0:20.104',8.704
'0:20.108',8.660
'0:20.112',8.488
'0:20.116',8.500
'0:20.120',8.708
'0:20.124',8.712
'0:20.128',8.472
'0:20.132',8.420
'0:20.136',8.612
'0:20.140',8.672
'0:20.144',8.496
'0:20.148',8.412
'0:20.152',8.588
'0:20.156',8.644
'0:20.160',8.436
'0:20.164',8.260
'0:20.168',8.392
'0:20.172',8.572
'0:20.176',8.392
'0:20.180',8.240
'0:20.184',8.352
'0:20.188',8.504
'0:20.192',8.432
'0:20.196',8.268
'0:20.200',8.344
'0:20.204',8.504
'0:20.208',8.428
'0:20.212',8.224
'0:20.216',8.236
'0:20.220',8.508
'0:20.224',8.508
'0:20.228',8.284
'0:20.232',8.248
'0:20.236',8.472
'0:20.240',8.536
'0:20.244',8.244
'0:20.248',8.072
'0:20.252',8.284
'0:20.256',8.540
'0:20.260',8.604
'0:20.264',8.916
'0:20.268',9.648
'0:20.272',10.328
'0:20.276',10.476
'0:20.280',9.784
'0:20.284',9.204
'0:20.288',9.152
'0:20.292',8.980
'0:20.296',8.696
'0:20.300',8.652
'0:20.304',8.748
'0:20.308',8.652
'0:20.312',8.420
'0:20.316',8.436
'0:20.320',8.584
'0:20.324',8.624
'0:20.328',8.404
'0:20.332',8.400
'0:20.336',8.560
'0:20.340',8.628
'0:20.344',8.408
'0:20.348',8.328
'0:20.352',8.512
'0:20.356',8.608
'0:20.360',8.460
'0:20.364',8.328
'0:20.368',8.484
'0:20.372',8.656
'0:20.376',8.496
'0:20.380',8.336
'0:20.384',8.456
'0:20.388',8.640
'0:20.392',8.548
'0:20.396',8.344
'0:20.400',8.440
'0:20.404',8.652
'0:20.408',8.608
'0:20.412',8.400
'0:20.416',8.424
'0:20.420',8.608
'0:20.424',8.632
'0:20.428',8.420
'0:20.432',8.412
'0:20.436',8.632
'0:20.440',8.688
'0:20.444',8.472
'0:20.448',8.404
'0:20.452',8.560
'0:20.456',8.712
'0:20.460',8.544
'0:20.464',8.428
'0:20.468',8.584
'0:20.472',8.756
'0:20.476',8.604
'0:20.480',8.436
'0:20.484',8.564
'0:20.488',8.752
'0:20.492',8.648
'0:20.496',8.468
'0:20.500',8.580
'0:20.504',8.792
'0:20.508',8.728
'0:20.512',8.544
'0:20.516',8.548
'0:20.520',8.812
'0:20.524',8.840
'0:20.528',8.648
'0:20.532',8.652
'0:20.536',8.844
'0:20.540',8.932
'0:20.544',8.760
'0:20.548',8.712
'0:20.552',8.900
'0:20.556',9.044
'0:20.560',8.920
'0:20.564',8.796
'0:20.568',8.968
'0:20.572',9.068
'0:20.576',8.932
'0:20.580',8.776
'0:20.584',8.892
'0:20.588',9.060
'0:20.592',8.956
'0:20.596',8.728
'0:20.600',8.732
'0:20.604',8.924
'0:20.608',8.836
'0:20.612',8.608
'0:20.616',8.648
'0:20.620',8.760
'0:20.624',8.764
'0:20.628',8.560
'0:20.632',8.524
'0:20.636',8.668
'0:20.640',8.724
'0:20.644',8.548
'0:20.648',8.460
'0:20.652',8.580
'0:20.656',8.660
'0:20.660',8.512
'0:20.664',8.372
'0:20.668',8.540
'0:20.672',8.684
'0:20.676',8.552
'0:20.680',8.384
'0:20.684',8.504
'0:20.688',8.664
'0:20.692',8.552
'0:20.696',8.392
'0:20.700',8.460
'0:20.704',8.636
'0:20.708',8.588
'0:20.712',8.412
'0:20.716',8.392
'0:20.720',8.580
'0:20.724',8.580
'0:20.728',8.376
'0:20.732',8.360
'0:20.736',8.552
'0:20.740',8.632
'0:20.744',8.460
'0:20.748',8.352
'0:20.752',8.512
'0:20.756',8.612
'0:20.760',8.472
'0:20.764',8.340
'0:20.768',8.472
'0:20.772',8.620
'0:20.776',8.512
'0:20.780',8.360
'0:20.784',8.432
'0:20.788',8.620
'0:20.792',8.536
'0:20.796',8.356
'0:20.800',8.400
'0:20.804',8.604
'0:20.808',8.544
'0:20.812',8.364
'0:20.816',8.400
'0:20.820',8.584
'0:20.824',8.580
'0:20.828',8.372
'0:20.832',8.360
'0:20.836',8.548
'0:20.840',8.580
'0:20.844',8.420
'0:20.848',8.332
'0:20.852',8.516
'0:20.856',8.600
'0:20.860',8.432
'0:20.864',8.312
'0:20.868',8.472
'0:20.872',8.616
'0:20.876',8.500
'0:20.880',8.308
'0:20.884',8.420
'0:20.888',8.584
'0:20.892',8.476
'0:20.896',8.312
'0:20.900',8.352
'0:20.904',8.572
'0:20.908',8.516
'0:20.912',8.300
'0:20.916',8.332
'0:20.920',8.536
'0:20.924',8.544
'0:20.928',8.328
'0:20.932',8.296
'0:20.936',8.488
'0:20.940',8.564
'0:20.944',8.348
'0:20.948',8.228
'0:20.952',8.444
'0:20.956',8.576
'0:20.960',8.404
'0:20.964',8.260
'0:20.968',8.408
'0:20.972',8.572
'0:20.976',8.476
'0:20.980',8.284
'0:20.984',8.436
'0:20.988',8.668
'0:20.992',8.572
'0:20.996',8.364
'0:21.000',8.436
'0:21.004',8.600
'0:21.008',8.584
'0:21.012',8.376
'0:21.016',8.432
'0:21.020',8.632
'0:21.024',8.656
'0:21.028',8.436
'0:21.032',8.376
'0:21.036',8.552
'0:21.040',8.628
'0:21.044',8.452
'0:21.048',8.348
'0:21.052',8.540
'0:21.056',8.644
'0:21.060',8.440
'0:21.064',8.260
'0:21.068',8.372
'0:21.072',8.528
'0:21.076',8.384
'0:21.080',8.172
'0:21.084',8.296
'0:21.088',8.476
'0:21.092',8.400
'0:21.096',8.180
'0:21.100',8.200
'0:21.104',8.452
'0:21.108',8.436
'0:21.112',8.200
'0:21.116',8.184
'0:21.120',8.404
'0:21.124',8.448
'0:21.128',8.212
'0:21.132',8.148
'0:21.136',8.356
'0:21.140',8.440
'0:21.144',8.244
'0:21.148',8.088
'0:21.152',8.232
'0:21.156',8.288
'0:21.160',8.128
'0:21.164',8.080
'0:21.168',8.452
'0:21.172',9.088
'0:21.176',9.524
'0:21.180',9.904
'0:21.184',10.368
'0:21.188',10.164
'0:21.192',9.248
'0:21.196',8.788
'0:21.200',8.784
'0:21.204',8.888
'0:21.208',8.720
'0:21.212',8.376
'0:21.216',8.272
'0:21.220',8.480
'0:21.224',8.504
'0:21.228',8.276
'0:21.232',8.200
'0:21.236',8.384
'0:21.240',8.448
'0:21.244',8.264
'0:21.248',8.108
'0:21.252',8.284
'0:21.256',8.420
'0:21.260',8.280
'0:21.264',8.092
'0:21.268',8.260
'0:21.272',8.436
'0:21.276',8.304
'0:21.280',8.092
'0:21.284',8.208
'0:21.288',8.420
'0:21.292',8.348
'0:21.296',8.096
'0:21.300',8.156
'0:21.304',8.400
'0:21.308',8.344
'0:21.312',8.112
'0:21.316',8.136
'0:21.320',8.372
'0:21.324',8.392
'0:21.328',8.180
'0:21.332',8.116
'0:21.336',8.316
'0:21.340',8.408
'0:21.344',8.188
'0:21.348',8.076
'0:21.352',8.296
'0:21.356',8.400
'0:21.360',8.244
'0:21.364',8.112
'0:21.368',8.272
'0:21.372',8.440
'0:21.376',8.300
'0:21.380',8.100
'0:21.384',8.208
'0:21.388',8.428
'0:21.392',8.364
'0:21.396',8.152
'0:21.400',8.232
'0:21.404',8.428
'0:21.408',8.420
'0:21.412',8.192
'0:21.416',8.228
'0:21.420',8.456
'0:21.424',8.508
'0:21.428',8.308
'0:21.432',8.248
'0:21.436',8.508
'0:21.440',8.580
'0:21.444',8.416
'0:21.448',8.324
'0:21.452',8.500
'0:21.456',8.680
'0:21.460',8.544
'0:21.464',8.388
'0:21.468',8.560
'0:21.472',8.760
'0:21.476',8.656
'0:21.480',8.428
'0:21.484',8.552
'0:21.488',8.736
'0:21.492',8.696
'0:21.496',8.420
'0:21.500',8.436
'0:21.504',8.688
'0:21.508',8.616
'0:21.512',8.328
'0:21.516',8.300
'0:21.520',8.476
'0:21.524',8.492
'0:21.528',8.256
'0:21.532',8.160
'0:21.536',8.348
'0:21.540',8.416
'0:21.544',8.204
'0:21.548',8.040
'0:21.552',8.236
'0:21.556',8.392
'0:21.560',8.244
'0:21.564',8.024
'0:21.568',8.180
'0:21.572',8.376
'0:21.576',8.244
'0:21.580',8.024
'0:21.584',8.124
'0:21.588',8.360
'0:21.592',8.276
'0:21.596',8.052
'0:21.600',8.092
'0:21.604',8.336
'0:21.608',8.304
'0:21.612',8.092
'0:21.616',8.052
'0:21.620',8.268
'0:21.624',8.344
'0:21.628',8.108
'0:21.632',8.020
'0:21.636',8.236
'0:21.640',8.364
'0:21.644',8.152
'0:21.648',8.024
'0:21.652',8.212
'0:21.656',8.368
'0:21.660',8.200
'0:21.664',8.024
'0:21.668',8.160
'0:21.672',8.380
'0:21.676',8.248
'0:21.680',8.048
'0:21.684',8.152
'0:21.688',8.376
'0:21.692',8.296
'0:21.696',8.064
'0:21.700',8.088
'0:21.704',8.356
'0:21.708',8.320
'0:21.712',8.116
'0:21.716',8.064
'0:21.720',8.300
'0:21.724',8.340
'0:21.728',8.116
'0:21.732',8.056
'0:21.736',8.248
'0:21.740',8.356
'0:21.744',8.204
'0:21.748',8.104
'0:21.752',8.228
'0:21.756',8.372
'0:21.760',8.224
'0:21.764',8.016
'0:21.768',8.168
'0:21.772',8.372
'0:21.776',8.240
'0:21.780',8.036
'0:21.784',8.148
'0:21.788',8.336
'0:21.792',8.264
'0:21.796',8.048
'0:21.800',8.088
'0:21.804',8.332
'0:21.808',8.304
'0:21.812',8.052
'0:21.816',8.052
'0:21.820',8.300
'0:21.824',8.324
'0:21.828',8.124
'0:21.832',8.044
'0:21.836',8.224
'0:21.840',8.356
'0:21.844',8.192
'0:21.848',8.016
'0:21.852',8.200
'0:21.856',8.348
'0:21.860',8.232
'0:21.864',8.040
'0:21.868',8.176
'0:21.872',8.364
'0:21.876',8.260
'0:21.880',8.060
'0:21.884',8.200
'0:21.888',8.436
'0:21.892',8.388
'0:21.896',8.132
'0:21.900',8.176
'0:21.904',8.408
'0:21.908',8.380
'0:21.912',8.180
'0:21.916',8.228
'0:21.920',8.480
'0:21.924',8.504
'0:21.928',8.272
'0:21.932',8.216
'0:21.936',8.368
'0:21.940',8.460
'0:21.944',8.296
'0:21.948',8.176
'0:21.952',8.396
'0:21.956',8.512
'0:21.960',8.320
'0:21.964',8.100
'0:21.968',8.256
'0:21.972',8.400
'0:21.976',8.276
'0:21.980',7.992
'0:21.984',8.108
'0:21.988',8.300
'0:21.992',8.248
'0:21.996',8.004
'0:22.000',8.064
'0:22.004',8.256
'0:22.008',8.240
'0:22.012',8.012
'0:22.016',8.012
'0:22.020',8.244
'0:22.024',8.284
'0:22.028',8.084
'0:22.032',8.004
'0:22.036',8.208
'0:22.040',8.272
'0:22.044',8.088
'0:22.048',7.988
'0:22.052',8.148
'0:22.056',8.196
'0:22.060',7.968
'0:22.064',7.908
'0:22.068',8.256
'0:22.072',8.816
'0:22.076',9.292
'0:22.080',9.684
'0:22.084',10.268
'0:22.088',10.388
'0:22.092',9.472
'0:22.096',8.768
'0:22.100',8.728
'0:22.104',8.876
'0:22.108',8.704
'0:22.112',8.352
'0:22.116',8.188
'0:22.120',8.392
'0:22.124',8.452
'0:22.128',8.200
'0:22.132',8.072
'0:22.136',8.296
'0:22.140',8.384
'0:22.144',8.180
'0:22.148',8.044
'0:22.152',8.176
'0:22.156',8.396
'0:22.160',8.212
'0:22.164',8.028
'0:22.168',8.140
'0:22.172',8.308
'0:22.176',8.184
'0:22.180',8.036
'0:22.184',8.128
'0:22.188',8.364
'0:22.192',8.252
'0:22.196',8.024
'0:22.200',8.056
'0:22.204',8.292
'0:22.208',8.308
'0:22.212',8.064
'0:22.216',8.024
'0:22.220',8.268
'0:22.224',8.320
'0:22.228',8.124
'0:22.232',8.060
'0:22.236',8.244
'0:22.240',8.340
'0:22.244',8.168
'0:22.248',8.060
'0:22.252',8.216
'0:22.256',8.376
'0:22.260',8.228
'0:22.264',8.036
'0:22.268',8.180
'0:22.272',8.348
'0:22.276',8.256
'0:22.280',8.072
'0:22.284',8.188
'0:22.288',8.392
'0:22.292',8.356
'0:22.296',8.100
'0:22.300',8.208
'0:22.304',8.420
'0:22.308',8.392
'0:22.312',8.168
'0:22.316',8.192
'0:22.320',8.408
'0:22.324',8.504
'0:22.328',8.292
'0:22.332',8.208
'0:22.336',8.416
'0:22.340',8.512
'0:22.344',8.384
'0:22.348',8.264
'0:22.352',8.492
'0:22.356',8.636
'0:22.360',8.484
'0:22.364',8.348
'0:22.368',8.544
'0:22.372',8.764
'0:22.376',8.628
'0:22.380',8.400
'0:22.384',8.520
'0:22.388',8.724
'0:22.392',8.672
'0:22.396',8.408
'0:22.400',8.496
'0:22.404',8.652
'0:22.408',8.620
'0:22.412',8.368
'0:22.416',8.340
'0:22.420',8.480
'0:22.424',8.492
'0:22.428',8.288
'0:22.432',8.160
'0:22.436',8.348
'0:22.440',8.468
'0:22.444',8.224
'0:22.448',8.020
'0:22.452',8.224
'0:22.456',8.408
'0:22.460',8.252
'0:22.464',8.060
'0:22.468',8.184
'0:22.472',8.396
'0:22.476',8.252
'0:22.480',8.060
'0:22.484',8.148
'0:22.488',8.336
'0:22.492',8.308
'0:22.496',8.068
'0:22.500',8.112
'0:22.504',8.356
'0:22.508',8.364
'0:22.512',8.120
'0:22.516',8.096
'0:22.520',8.308
'0:22.524',8.392
'0:22.528',8.152
'0:22.532',8.064
'0:22.536',8.288
'0:22.540',8.400
'0:22.544',8.224
'0:22.548',8.044
'0:22.552',8.228
'0:22.556',8.412
'0:22.560',8.232
'0:22.564',8.048
'0:22.568',8.224
